550,低劣,低劣,dīliè,low-grade; inferior; mean,adj
551,低溫,低温,dīwēn,low temperature,n
552,低下,低下,dīxià,low,adj
553,敵,敌,dí,enemy; appose,v
554,敵對,敌对,díduì,antagonize,v
555,敵視,敌视,díshì,be hostile to; antagonize,v
556,笛子,笛子,dízi,flute,n
557,的確良,的确良,díquèliáng(dílún),Dacron,n
558,抵達,抵达,dǐdá,arrive,v
559,抵制,抵制,dǐzhì,resist; reject; repel,v
560,地鐵,地铁,dìtiě,subway,n
561,帝國,帝国,dìguó,empire,n
562,帝國主義,帝国主义,dìguó zhǔyì,imperialism,
563,遞交,递交,dìjiāo,hand over; submit,v
564,遞增,递增,dìzēng,increase by degrees,v
565,締結,缔结,dìjié,conclude,v
566,掂,掂,diān,weigh in hand,v
567,顛倒,颠倒,diāndǎo,reversal; upend; bottom up,v
568,顛覆,颠覆,diānfù,overthrow; topple over,v
569,顛簸,颠簸,diānbǒ,bump; welter,v
570,點火,点火,diǎn huǒ,ignition; inflame,
571,點明,点明,diǎnmíng,point out,
572,點燃,点燃,diǎnrán,enkindle; light up,v
573,點綴,点缀,diǎnzhuì,intersperse,v
574,點子,点子,diǎnzi,idea,n
575,電動機,电动机,diàndòngjī,electromotor,n
576,電路,电路,diànlù,circuit,n
577,電鈕,电钮,diànniǔ,button,n
578,電氣,电气,diànqì,electric,n
579,電源,电源,diànyuán,power supply,n
580,店員,店员,diànyuán,shop assistant,n
581,澱粉,淀粉,diànfěn,starch,n
582,殿,殿,diàn,palace,n
583,刁,刁,diāo,sly; tricky,adj
584,叼,叼,diāo,hold in mouth,v
585,雕塑,雕塑,diāosù,sculpture; statue,n
586,調度,调度,diàodù,dispatch; attempter,n
587,調換,调换,diàohuàn,exchange; transpose,v
588,碟子,碟子,diézi,plate,n
